isbn;title;author;year;publisher;imageurl;price;stock
785263292;If Singleness Is a Gift, What's the Return Policy?;Holly Virden;2003;Nelson Books;http://images.amazon.com/images/P/0785263292.01.LZZZZZZZ.jpg;72;26
830714014;Always Daddy's Girl: Understanding Your Father's Impact on Who You Are;H. Norman Wright;1989;Regal Books;http://images.amazon.com/images/P/0830714014.01.LZZZZZZZ.jpg;68;10
345354931;Night Mare (Xanth Novels (Paperback));Piers Anthony;1990;Del Rey Books;http://images.amazon.com/images/P/0345354931.01.LZZZZZZZ.jpg;194;9
553278223;The Martian Chronicles;RAY BRADBURY;1984;Spectra;http://images.amazon.com/images/P/0553278223.01.LZZZZZZZ.jpg;24;31
3150000335;Kabale Und Liebe;Schiller;0;Philipp Reclam, Jun Verlag GmbH;http://images.amazon.com/images/P/3150000335.01.LZZZZZZZ.jpg;98;1
3257203659;Der illustrierte Mann. ErzÃ?Â¤hlungen.;Ray Bradbury;2002;Diogenes;http://images.amazon.com/images/P/3257203659.01.LZZZZZZZ.jpg;87;4
3257207522;Der KÃ?Â¶nig in Gelb.;Raymond Chandler;1980;Diogenes Verlag;http://images.amazon.com/images/P/3257207522.01.LZZZZZZZ.jpg;84;24
3257208626;Fahrenheit 451;Ray Bradbury;1994;Distribooks Inc;http://images.amazon.com/images/P/3257208626.01.LZZZZZZZ.jpg;174;3
3257208634;Die Mars- Chroniken. Roman in ErzÃ?Â¤hlungen.;Ray Bradbury;1981;Diogenes Verlag;http://images.amazon.com/images/P/3257208634.01.LZZZZZZZ.jpg;166;33
3257208669;Das BÃ?Â¶se kommt auf leisen Sohlen.;Ray Bradbury;2003;Diogenes;http://images.amazon.com/images/P/3257208669.01.LZZZZZZZ.jpg;162;18
3257210450;LÃ?Â¶wenzahnwein. Roman.;Ray Bradbury;1999;Diogenes Verlag;http://images.amazon.com/images/P/3257210450.01.LZZZZZZZ.jpg;142;22
3257212054;Das Kind von morgen. ErzÃ?Â¤hlungen.;Ray Bradbury;2000;Diogenes Verlag;http://images.amazon.com/images/P/3257212054.01.LZZZZZZZ.jpg;136;25
3257212429;Die Mechanismen der Freude. ErzÃ?Â¤hlungen.;Ray Bradbury;2000;Diogenes Verlag;http://images.amazon.com/images/P/3257212429.01.LZZZZZZZ.jpg;91;36
3257214154;Familientreffen. ErzÃ?Â¤hlungen.;Ray Bradbury;2000;Diogenes Verlag;http://images.amazon.com/images/P/3257214154.01.LZZZZZZZ.jpg;134;34
3257216416;Der Tod kommt schnell in Mexico. ErzÃ?Â¤hlungen.;Ray Bradbury;1988;Diogenes Verlag;http://images.amazon.com/images/P/3257216416.01.LZZZZZZZ.jpg;44;16
3257233051;Veronika Deschliesst Zu Sterben / Vernika Decides to Die;Paolo Coelho;2002;Distribooks;http://images.amazon.com/images/P/3257233051.01.LZZZZZZZ.jpg;142;38
342311360X;Die Liebe in Den Zelten;Gabriel Garcia Marquez;0;Deutscher Taschenbuch Verlag (DTV);http://images.amazon.com/images/P/342311360X.01.LZZZZZZZ.jpg;157;0
3423116714;Die Klone der Joanna May. Roman.;Fay Weldon;1993;Dtv;http://images.amazon.com/images/P/3423116714.01.LZZZZZZZ.jpg;69;27
3423241489;Ist mein Hintern wirklich so dick? Tagebuch einer empfindsamen Frau.;Arabella Weir;1998;Dtv;http://images.amazon.com/images/P/3423241489.01.LZZZZZZZ.jpg;59;8
3426605686;Haifischfrauen.;Kiana Davenport;1996;"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.";http://images.amazon.com/images/P/3426605686.01.LZZZZZZZ.jpg;31;38
3453212150;Die Cappuccino- Jahre. Aus dem Tagebuch des Adrian Mole.;Sue Townsend;2002;Heyne;http://images.amazon.com/images/P/3453212150.01.LZZZZZZZ.jpg;106;33
3462021095;Schwarzer Tee mit drei StÃ¼ck Zucker;Renan Demirkan;1991;"Kiepenheuer &amp; Witsch";http://images.amazon.com/images/P/3462021095.01.LZZZZZZZ.jpg;38;19
3492045642;QuerschÃ?Â¼sse - Downsize This!;Michael Moore;2003;Piper;http://images.amazon.com/images/P/3492045642.01.LZZZZZZZ.jpg;62;39
3498020862;Die Korrekturen.;Jonathan Franzen;2002;Rowohlt, Reinbek;http://images.amazon.com/images/P/3498020862.01.LZZZZZZZ.jpg;89;23
3499110695;Neun ErzÃ?Â¤hlungen.;Jerome D. Salinger;1968;Rowohlt Tb.;http://images.amazon.com/images/P/3499110695.01.LZZZZZZZ.jpg;164;35
3499151502;Hebt den Dachbalken hoch, Zimmerleute / Seymour wird vorgestellt.;Jerome D. Salinger;1998;Rowohlt Tb.;http://images.amazon.com/images/P/3499151502.01.LZZZZZZZ.jpg;111;0
3518111000;Ulysses (Ã?Â?bersetzg. WollschlÃ?Â¤ger). ( Neue Folge, 100).;James Joyce;1981;Suhrkamp;http://images.amazon.com/images/P/3518111000.01.LZZZZZZZ.jpg;17;37
3548254268;Eine ganz normale AffÃ?Â¤re.;Joanna Trollope;2002;Ullstein Tb;http://images.amazon.com/images/P/3548254268.01.LZZZZZZZ.jpg;77;3
3570300099;Das Intimleben des Adrian Mole, 13 3/4 Jahre. cbt. ( Ab 14 J.).;Sue Townsend;2002;Bertelsmann, MÃ?Â¼nchen;http://images.amazon.com/images/P/3570300099.01.LZZZZZZZ.jpg;5;6
3596292646;Das Buch der lÃ?Â¤cherlichen Liebe.;Milan Kundera;2000;Fischer (Tb.), Frankfurt;http://images.amazon.com/images/P/3596292646.01.LZZZZZZZ.jpg;106;14
60977493;The God of Small Things;Arundhati Roy;1998;Perennial;http://images.amazon.com/images/P/0060977493.01.LZZZZZZZ.jpg;73;20
312872682;"The James Dean Affair: A Neil Gulliver &amp; Stevie Marriner Novel";Robert S. Levinson;2000;St Martins Pr;http://images.amazon.com/images/P/0312872682.01.LZZZZZZZ.jpg;179;13
316602906;The Big Bad Wolf: A Novel;James Patterson;2003;Little, Brown;http://images.amazon.com/images/P/0316602906.01.LZZZZZZZ.jpg;44;11
316693006;Four Blind Mice;James Patterson;2002;Little, Brown;http://images.amazon.com/images/P/0316693006.01.LZZZZZZZ.jpg;38;5
345311396;Private Screening;Richard North Patterson;1994;Ballantine Books;http://images.amazon.com/images/P/0345311396.01.LZZZZZZZ.jpg;97;0
345378490;Congo;Michael Crichton;1995;Ballantine Books;http://images.amazon.com/images/P/0345378490.01.LZZZZZZZ.jpg;134;20
345404793;Protect and Defend;Richard North Patterson;2001;Ballantine Books;http://images.amazon.com/images/P/0345404793.01.LZZZZZZZ.jpg;19;29
345433173;The Tall Pine Polka;Lorna Landvik;1999;Ballantine Books;http://images.amazon.com/images/P/0345433173.01.LZZZZZZZ.jpg;90;5
375400117;Memoirs of a Geisha;Arthur Golden;1997;Alfred A. Knopf;http://images.amazon.com/images/P/0375400117.01.LZZZZZZZ.jpg;146;26
375705856;Plainsong (Vintage Contemporaries);KENT HARUF;2000;Vintage;http://images.amazon.com/images/P/0375705856.01.LZZZZZZZ.jpg;182;26
380717018;Body of Evidence (Kay Scarpetta Mysteries (Paperback));Patricia D. Cornwell;1992;Avon;http://images.amazon.com/images/P/0380717018.01.LZZZZZZZ.jpg;151;27
380718332;All That Remains (Kay Scarpetta Mysteries (Paperback));Patricia D. Cornwell;1993;Avon;http://images.amazon.com/images/P/0380718332.01.LZZZZZZZ.jpg;171;14
380754509;The Case of the Lost Look-Alike (An Avon Camelot Book);Carol J. Farley;1988;Avon Books;http://images.amazon.com/images/P/0380754509.01.LZZZZZZZ.jpg;32;33
038076654X;Petals on the River;Kathleen E. Woodiwiss;1997;Avon Trade;http://images.amazon.com/images/P/038076654X.01.LZZZZZZZ.jpg;29;38
380807866;The Elusive Flame;Kathleen E. Woodiwiss;1999;Avon;http://images.amazon.com/images/P/0380807866.01.LZZZZZZZ.jpg;173;32
385316895;Legacy of Silence;Belva Plain;1998;Bantam Dell Pub Group;http://images.amazon.com/images/P/0385316895.01.LZZZZZZZ.jpg;71;4
385497466;The Brethren;JOHN GRISHAM;2000;Doubleday;http://images.amazon.com/images/P/0385497466.01.LZZZZZZZ.jpg;84;12
385508042;The King of Torts;John Grisham;2003;Doubleday Books;http://images.amazon.com/images/P/0385508042.01.LZZZZZZZ.jpg;96;36
385509456;The Curious Incident of the Dog in the Night-Time : A Novel;MARK HADDON;2003;Doubleday;http://images.amazon.com/images/P/0385509456.01.LZZZZZZZ.jpg;131;21
385511612;Bleachers;John Grisham;2003;Doubleday;http://images.amazon.com/images/P/0385511612.01.LZZZZZZZ.jpg;144;24
385730586;Sisterhood of the Traveling Pants;ANN BRASHARES;2003;Delacorte Books for Young Readers;http://images.amazon.com/images/P/0385730586.01.LZZZZZZZ.jpg;42;11
425164403;Only Love (Magical Love);Erich Segal;1998;Berkley Publishing Group;http://images.amazon.com/images/P/0425164403.01.LZZZZZZZ.jpg;5;5
440234964;All or Nothing (Wheeler Large Print Books);Elizabeth Adler;2000;Island;http://images.amazon.com/images/P/0440234964.01.LZZZZZZZ.jpg;187;6
446605484;Roses Are Red (Alex Cross Novels);James Patterson;2001;Warner Vision;http://images.amazon.com/images/P/0446605484.01.LZZZZZZZ.jpg;92;3
446610399;The Rescue;Nicholas Sparks;2001;Warner Books;http://images.amazon.com/images/P/0446610399.01.LZZZZZZZ.jpg;165;40
449006522;Manhattan Hunt Club;JOHN SAUL;2002;Ballantine Books;http://images.amazon.com/images/P/0449006522.01.LZZZZZZZ.jpg;116;2
449911004;Patty Jane's House of Curl (Ballantine Reader's Circle);LORNA LANDVIK;1996;Ballantine Books;http://images.amazon.com/images/P/0449911004.01.LZZZZZZZ.jpg;12;35
451162072;Pet Sematary;Stephen King;1994;Signet Book;http://images.amazon.com/images/P/0451162072.01.LZZZZZZZ.jpg;162;4
451186648;Silent Snow;Steve Thayer;2000;Signet Book;http://images.amazon.com/images/P/0451186648.01.LZZZZZZZ.jpg;31;5
452282152;Girl with a Pearl Earring;Tracy Chevalier;2001;Plume Books;http://images.amazon.com/images/P/0452282152.01.LZZZZZZZ.jpg;140;35
051513290X;Summer of Storms;Judith Kelman;2002;Jove Books;http://images.amazon.com/images/P/051513290X.01.LZZZZZZZ.jpg;111;15
553580388;The Patient;Michael Palmer;2001;Bantam Books;http://images.amazon.com/images/P/0553580388.01.LZZZZZZZ.jpg;80;14
590598848;Demona's Revenge (Gargoyles, No. 2);Francine Hughes;1995;Scholastic;http://images.amazon.com/images/P/0590598848.01.LZZZZZZZ.jpg;82;35
590629719;Clifford's Sports Day;Norman Bridwell;1996;Scholastic;http://images.amazon.com/images/P/0590629719.01.LZZZZZZZ.jpg;188;5
671023616;Postmortem (Kay Scarpetta Mysteries (Paperback));Patricia Cornwell;1998;Pocket;http://images.amazon.com/images/P/0671023616.01.LZZZZZZZ.jpg;53;6
671027387;Deception Point;Dan Brown;2002;Pocket;http://images.amazon.com/images/P/0671027387.01.LZZZZZZZ.jpg;132;29
684848783;Tis : A Memoir;Frank McCourt;1999;Scribner;http://images.amazon.com/images/P/0684848783.01.LZZZZZZZ.jpg;70;1
743486226;"Angels &amp; Demons";Dan Brown;2003;Atria;http://images.amazon.com/images/P/0743486226.01.LZZZZZZZ.jpg;134;29
786863986;A Monk Swimming;Malachy McCourt;1998;Hyperion;http://images.amazon.com/images/P/0786863986.01.LZZZZZZZ.jpg;85;4
803251718;Crazy Horse;Mari Sandoz;1961;University of Nebraska Press;http://images.amazon.com/images/P/0803251718.01.LZZZZZZZ.jpg;110;24
804117934;The Silent Cry (William Monk Novels (Paperback));Anne Perry;1998;Ivy Books;http://images.amazon.com/images/P/0804117934.01.LZZZZZZZ.jpg;23;25
140003180X;The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency);ALEXANDER MCCALL SMITH;2004;Anchor;http://images.amazon.com/images/P/140003180X.01.LZZZZZZZ.jpg;102;7
155874262X;Chicken Soup for the Soul (Chicken Soup for the Soul);Jack Canfield;1993;Health Communications;http://images.amazon.com/images/P/155874262X.01.LZZZZZZZ.jpg;150;40
60987103;Wicked: The Life and Times of the Wicked Witch of the West;Gregory Maguire;1996;Regan Books;http://images.amazon.com/images/P/0060987103.01.LZZZZZZZ.jpg;82;19
151008116;Life of Pi;Yann Martel;2002;Harcourt;http://images.amazon.com/images/P/0151008116.01.LZZZZZZZ.jpg;46;36
375704965;A Judgement in Stone;Ruth Rendell;2000;Vintage Books USA;http://images.amazon.com/images/P/0375704965.01.LZZZZZZZ.jpg;57;31
525947647;Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right;Al Franken;2003;Dutton Books;http://images.amazon.com/images/P/0525947647.01.LZZZZZZZ.jpg;85;10
804111359;Secret History;DONNA TARTT;1993;Ballantine Books;http://images.amazon.com/images/P/0804111359.01.LZZZZZZZ.jpg;24;8
1558744150;Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper));Jack Canfield;1996;Health Communications;http://images.amazon.com/images/P/1558744150.01.LZZZZZZZ.jpg;31;36
435272683;Great Expectations (Heinemann Guided Readers);John Milne;1995;Delta Systems;http://images.amazon.com/images/P/0435272683.01.LZZZZZZZ.jpg;121;18
316782505;The Weight of Water;Anita Shreve;2001;Little, Brown;http://images.amazon.com/images/P/0316782505.01.LZZZZZZZ.jpg;92;21
006102063X;Moving Pictures (Discworld Novels (Paperback));Terry Pratchett;2002;HarperTorch;http://images.amazon.com/images/P/006102063X.01.LZZZZZZZ.jpg;180;20
60013117;Night Watch;Terry Pratchett;2002;HarperCollins;http://images.amazon.com/images/P/0060013117.01.LZZZZZZZ.jpg;25;35
60199563;Thief of Time;Terry Pratchett;2001;HarperCollins Publishers;http://images.amazon.com/images/P/0060199563.01.LZZZZZZZ.jpg;119;7
006052779X;Charlotte's Web Book and Charm (Charming Classics);E. B. White;2003;HarperFestival;http://images.amazon.com/images/P/006052779X.01.LZZZZZZZ.jpg;169;20
60563079;Peter Pan: The Original Story (Peter Pan);J. M. Barrie;2003;HarperFestival;http://images.amazon.com/images/P/0060563079.01.LZZZZZZZ.jpg;183;15
60809027;My Friend Flicka;Mary O'Hara;1988;Perennial;http://images.amazon.com/images/P/0060809027.01.LZZZZZZZ.jpg;191;22
61040967;The Last Hero : A Discworld Fable (Discworld Novels (Hardcover));Terry Pratchett;2001;HarperCollins;http://images.amazon.com/images/P/0061040967.01.LZZZZZZZ.jpg;69;13
61050474;Jingo: A Discworld Novel (Discworld Series/Terry Pratchett);Terry Pratchett;1998;HarperPrism;http://images.amazon.com/images/P/0061050474.01.LZZZZZZZ.jpg;116;20
61052515;Maskerade: A Novel of Discworld (Pratchett, Terry. Discworld Series (New York, N.Y.).);Terry Pratchett;1997;HarperPrism;http://images.amazon.com/images/P/0061052515.01.LZZZZZZZ.jpg;107;1
61052523;Interesting Times: A Novel of Discworld;Terry Pratchett;1997;Harpercollins;http://images.amazon.com/images/P/0061052523.01.LZZZZZZZ.jpg;154;8
64472264;On the Bright Side, I'm Now the Girlfriend of a Sex God: Further Confessions of Georgia Nicolson;Louise Rennison;2002;HarperTempest;http://images.amazon.com/images/P/0064472264.01.LZZZZZZZ.jpg;116;39
140620664;Mansfield Park (Penguin Popular Classics);Jane Austen;1994;Penguin Books Ltd;http://images.amazon.com/images/P/0140620664.01.LZZZZZZZ.jpg;58;19
312148267;The Wind in the Willows;Kenneth Grahame;1996;St. Martin's Press;http://images.amazon.com/images/P/0312148267.01.LZZZZZZZ.jpg;138;26
312156960;The Winter King: A Novel of Arthur (The Warlord Chronicles: I);Bernard Cornwell;1997;St. Martin's Griffin;http://images.amazon.com/images/P/0312156960.01.LZZZZZZZ.jpg;135;16
312890044;Moonheart (Newford);Charles de Lint;1994;Orb Books;http://images.amazon.com/images/P/0312890044.01.LZZZZZZZ.jpg;6;26
034543191X;The King of Elfland's Daughter (Del Rey Impact);Edward John Moreton Drax Plunkett Dunsany;1999;Del Rey Books;http://images.amazon.com/images/P/034543191X.01.LZZZZZZZ.jpg;111;36
373836023;Powder and Patch;Georgette Heyer;2004;Harlequin;http://images.amazon.com/images/P/0373836023.01.LZZZZZZZ.jpg;169;38
375751513;The Picture of Dorian Gray (Modern Library (Paperback));OSCAR WILDE;1998;Modern Library;http://images.amazon.com/images/P/0375751513.01.LZZZZZZZ.jpg;47;32
375801677;The Iron Giant;Ted Hughes;1999;Knopf Books for Young Readers;http://images.amazon.com/images/P/0375801677.01.LZZZZZZZ.jpg;28;10
375814248;James and the Giant Peach;ROALD DAHL;2002;Knopf Books for Young Readers;http://images.amazon.com/images/P/0375814248.01.LZZZZZZZ.jpg;75;33
375823352;The Amber Spyglass (His Dark Materials, Book 3);PHILIP PULLMAN;2002;Knopf Books for Young Readers;http://images.amazon.com/images/P/0375823352.01.LZZZZZZZ.jpg;29;36
037582345X;The Golden Compass (His Dark Materials, Book 1);PHILIP PULLMAN;2002;Knopf Books for Young Readers;http://images.amazon.com/images/P/037582345X.01.LZZZZZZZ.jpg;117;16
375823468;The Subtle Knife (His Dark Materials, Book 2);PHILIP PULLMAN;2002;Knopf Books for Young Readers;http://images.amazon.com/images/P/0375823468.01.LZZZZZZZ.jpg;145;8
380730448;The Adrian Mole Diaries : The Secret Diary of Adrian Mole, Aged 13 3/4 : The Growing Pains of Adrian Mole;Sue Townsend;1997;Perennial;http://images.amazon.com/images/P/0380730448.01.LZZZZZZZ.jpg;68;15
380973839;Martian Chronicles;Ray Bradbury;1997;William Morrow;http://images.amazon.com/images/P/0380973839.01.LZZZZZZZ.jpg;59;25
385327773;The Great God Pan;Donna Jo Napoli;2003;Wendy Lamb Books;http://images.amazon.com/images/P/0385327773.01.LZZZZZZZ.jpg;44;34
394586239;Possession: A Romance;A. S. Byatt;1990;Random House Inc;http://images.amazon.com/images/P/0394586239.01.LZZZZZZZ.jpg;141;32
439510112;Born Confused;Tanuja Desai Hidier;2003;Push;http://images.amazon.com/images/P/0439510112.01.LZZZZZZZ.jpg;42;15
440241413;Confessions of a Shopaholic;SOPHIE KINSELLA;2003;Dell;http://images.amazon.com/images/P/0440241413.01.LZZZZZZZ.jpg;32;36
451409256;Making Minty Malone;Isabel Wolff;2000;Onyx Books;http://images.amazon.com/images/P/0451409256.01.LZZZZZZZ.jpg;159;9
451523415;Little Women (Signet Classic);Louisa May Alcott;1988;Signet Classics;http://images.amazon.com/images/P/0451523415.01.LZZZZZZZ.jpg;153;28
451526279;Emma (Signet Classics (Paperback));Jane Austen;1996;Signet Classics;http://images.amazon.com/images/P/0451526279.01.LZZZZZZZ.jpg;89;30
451526341;Animal Farm;George Orwell;2004;Signet;http://images.amazon.com/images/P/0451526341.01.LZZZZZZZ.jpg;142;31
486415864;Great Expectations (Dover Thrift Editions);Charles Dickens;2001;Dover Publications;http://images.amazon.com/images/P/0486415864.01.LZZZZZZZ.jpg;27;34
553280589;Eva Luna;Isabel Allende;1989;Bantam Books;http://images.amazon.com/images/P/0553280589.01.LZZZZZZZ.jpg;74;19
571197639;Poisonwood Bible Edition Uk;Barbara Kingsolver;0;Faber Faber Inc;http://images.amazon.com/images/P/0571197639.01.LZZZZZZZ.jpg;55;36
670035262;The Green Man : Tales from the Mythic Forest;Ellen Datlow;2002;Viking Juvenile;http://images.amazon.com/images/P/0670035262.01.LZZZZZZZ.jpg;41;38
679423079;Nicholas Nickleby (Everyman's Library);Charles Dickens;1993;Alfred A. Knopf;http://images.amazon.com/images/P/0679423079.01.LZZZZZZZ.jpg;24;30
679751343;"Angels &amp; Insects : Two Novellas";A.S. BYATT;1994;Vintage;http://images.amazon.com/images/P/0679751343.01.LZZZZZZZ.jpg;70;6
684833395;Catch 22;Joseph Heller;1996;"Simon &amp; Schuster";http://images.amazon.com/images/P/0684833395.01.LZZZZZZZ.jpg;29;12
743245024;The Forsyte Saga : The Man of Property and In Chancery;John Galsworthy;2002;Touchstone;http://images.amazon.com/images/P/0743245024.01.LZZZZZZZ.jpg;153;40
749748001;The Enchanted Wood;Enid Blyton;2002;Egmont Childrens Books;http://images.amazon.com/images/P/0749748001.01.LZZZZZZZ.jpg;125;27
749748028;The Folk of the Faraway Tree;Enid Blyton;2002;Egmont Childrens Books;http://images.amazon.com/images/P/0749748028.01.LZZZZZZZ.jpg;116;19
963094424;Angels and Visitations: A Miscellany;Neil Gaiman;1993;Dreamhaven Books;http://images.amazon.com/images/P/0963094424.01.LZZZZZZZ.jpg;30;16
1401201172;League of Extraordinary Gentlemen, Vol. 2 (Comic);Alan Moore;2003;DC Comics;http://images.amazon.com/images/P/1401201172.01.LZZZZZZZ.jpg;87;5
1563892278;Preludes and Nocturnes (Sandman, Book 1);Neil Gaiman;1998;DC Comics;http://images.amazon.com/images/P/1563892278.01.LZZZZZZZ.jpg;147;33
1563898586;The League of Extraordinary Gentlemen, Vol. 1;Alan Moore;2002;DC Comics;http://images.amazon.com/images/P/1563898586.01.LZZZZZZZ.jpg;146;29
156971620X;Harlequin Valentine;Neil Gaiman;2002;Dark Horse Comics;http://images.amazon.com/images/P/156971620X.01.LZZZZZZZ.jpg;186;13
1592571301;Alpha Teach Yourself American Sign Language in 24 Hours (Alpha Teach Yourself in 24 Hours);Trudy Suggs;2003;Alpha Books;http://images.amazon.com/images/P/1592571301.01.LZZZZZZZ.jpg;93;38
374270325;A Man in Full;Tom Wolfe;1998;"Farrar Straus &amp; Giroux";http://images.amazon.com/images/P/0374270325.01.LZZZZZZZ.jpg;97;9
375719180;The Miracle Life of Edgar Mint: A Novel;Brady Udall;2002;Vintage Books USA;http://images.amazon.com/images/P/0375719180.01.LZZZZZZZ.jpg;99;26
440235502;October Sky: A Memoir;Homer Hickam;1999;Dell;http://images.amazon.com/images/P/0440235502.01.LZZZZZZZ.jpg;136;1
044023722X;A Painted House;John Grisham;2001;Dell Publishing Company;http://images.amazon.com/images/P/044023722X.01.LZZZZZZZ.jpg;35;32
1573225487;The Romance Reader;Pearl Abraham;1996;Riverhead Books;http://images.amazon.com/images/P/1573225487.01.LZZZZZZZ.jpg;45;37
1853260673;Far from the Madding Crowd (Wordsworth Classics);Thomas Hardy;1997;NTC/Contemporary Publishing Company;http://images.amazon.com/images/P/1853260673.01.LZZZZZZZ.jpg;56;14
60977477;The Perfect Storm : A True Story of Men Against the Sea;Sebastian Junger;1999;Perennial;http://images.amazon.com/images/P/0060977477.01.LZZZZZZZ.jpg;141;33
345391691;The Battle for God;Karen Armstrong;2001;Ballantine Books;http://images.amazon.com/images/P/0345391691.01.LZZZZZZZ.jpg;32;11
520011171;Sappho: A New Translation;Mary Barnard;1958;University of California Press;http://images.amazon.com/images/P/0520011171.01.LZZZZZZZ.jpg;15;0
553278746;The Postman (Bantam Classics);David Brin;1990;Spectra Books;http://images.amazon.com/images/P/0553278746.01.LZZZZZZZ.jpg;196;17
670856045;The Tortilla Curtain;T. Coraghessan Boyle;1995;Viking Books;http://images.amazon.com/images/P/0670856045.01.LZZZZZZZ.jpg;86;16
872200760;Symposium;Paul Woodruff;1989;Hackett Pub Co Inc;http://images.amazon.com/images/P/0872200760.01.LZZZZZZZ.jpg;176;20
937858994;The What's Happening to My Body? Book for Boys: A Growing Up Guide for Parents and Sons;Lynda Madaras;1987;"W W Norton &amp; Co";http://images.amazon.com/images/P/0937858994.01.LZZZZZZZ.jpg;147;5
671649949;OBJECT AFFECTION;Stephen McCauley;1988;Washington Square Press;http://images.amazon.com/images/P/0671649949.01.LZZZZZZZ.jpg;91;28
590431110;The Journey Home;Isabelle Holland;1993;Scholastic Paperbacks (Mm);http://images.amazon.com/images/P/0590431110.01.LZZZZZZZ.jpg;115;8
64470113;Taking the Ferry Home;Pam Conrad;1990;Harpercollins Juvenile Books;http://images.amazon.com/images/P/0064470113.01.LZZZZZZZ.jpg;24;19
553571486;Angel of Hope (Mercy Trilogy);Lurlene McDaniel;2000;Starfire;http://images.amazon.com/images/P/0553571486.01.LZZZZZZZ.jpg;159;11
972044205;The Breach;Brian Kaufman;2002;Last Knight Pub Co;http://images.amazon.com/images/P/0972044205.01.LZZZZZZZ.jpg;34;36
312963009;Neanderthal: A Novel;John Darnton;1997;St. Martin's Press;http://images.amazon.com/images/P/0312963009.01.LZZZZZZZ.jpg;52;14
345430476;A Small Dark Place;Martin Schenk;1999;Ballantine Books;http://images.amazon.com/images/P/0345430476.01.LZZZZZZZ.jpg;63;10
345435869;The Rivan Codex : Ancient Texts of THE BELGARIAD and THE MALLOREON;DAVID EDDINGS;1999;Del Rey;http://images.amazon.com/images/P/0345435869.01.LZZZZZZZ.jpg;30;3
380728729;Babyhood;Paul Reiser;1998;Avon;http://images.amazon.com/images/P/0380728729.01.LZZZZZZZ.jpg;148;19
038081840X;Year's Best Fantasy (Year's Best Fantasy);David G. Hartwell;2001;Eos;http://images.amazon.com/images/P/038081840X.01.LZZZZZZZ.jpg;175;0
449912302;Dave Barry in Cyberspace;Dave Barry;1997;Ballantine Books;http://images.amazon.com/images/P/0449912302.01.LZZZZZZZ.jpg;31;25
055329198X;Wolf Moon;John R. Holt;1997;Bantam;http://images.amazon.com/images/P/055329198X.01.LZZZZZZZ.jpg;176;0
671018930;The War in Heaven (Eternal Warriors);Theodore Beale;2000;Pocket;http://images.amazon.com/images/P/0671018930.01.LZZZZZZZ.jpg;111;35
812541642;Waiting;Frank M. Robinson;2000;Tor Books;http://images.amazon.com/images/P/0812541642.01.LZZZZZZZ.jpg;112;24
312988699;Nowhere To Run;Mary Jane Clark;2004;St. Martin's Paperbacks;http://images.amazon.com/images/P/0312988699.01.LZZZZZZZ.jpg;169;3
486282112;Frankenstein (Dover Thrift Editions);Mary Wollstonecraft Shelley;1994;Dover Publications;http://images.amazon.com/images/P/0486282112.01.LZZZZZZZ.jpg;60;6
8483007010;El gust amarg de la cervesa (CollecciÃ³ ClÃ ssica);Isabel-Clara SimÃ³;1999;Columna;http://images.amazon.com/images/P/8483007010.01.LZZZZZZZ.jpg;192;23
670815373;Urn Burial;Robert Westall;1987;Viking Children's Books;http://images.amazon.com/images/P/0670815373.01.LZZZZZZZ.jpg;17;3
385313748;All Our Yesterdays (Large Print);Robert B. Parker;1994;Delacorte Press;http://images.amazon.com/images/P/0385313748.01.LZZZZZZZ.jpg;11;1
1575843366;What Shall I Be (Barbie Carryalong);Rita Chapman Works;1999;Reader's Digest;http://images.amazon.com/images/P/1575843366.01.LZZZZZZZ.jpg;88;24
684193957;ALL THAT REMAINS;Patricia Cornwell;1992;Scribner;http://images.amazon.com/images/P/0684193957.01.LZZZZZZZ.jpg;55;3
345371984;Last Chance to See;Douglas Adams;1992;Ballantine Books;http://images.amazon.com/images/P/0345371984.01.LZZZZZZZ.jpg;40;28
380730138;Vinegar Hill (Oprah's Book Club (Paperback));A. Manette Ansay;1998;Perennial;http://images.amazon.com/images/P/0380730138.01.LZZZZZZZ.jpg;176;32
1573228737;Affinity;Sarah Waters;2002;Riverhead Books;http://images.amazon.com/images/P/1573228737.01.LZZZZZZZ.jpg;161;14
9681500555;Diario de Ana Frank;Anne Frank;2000;Editores Mexicanos Unidos, S.A.;http://images.amazon.com/images/P/9681500555.01.LZZZZZZZ.jpg;146;18
380711109;Desert Notes/River Notes;Barry Lopez;1990;Quill (HarperCollins);http://images.amazon.com/images/P/0380711109.01.LZZZZZZZ.jpg;15;29
452283914;The Best Democracy Money Can Buy: The Truth About Corporate Cons, Globalization and High-Finance Fraudsters;Greg Palast;2003;Plume Books;http://images.amazon.com/images/P/0452283914.01.LZZZZZZZ.jpg;146;35
425120279;The Hunt for Red October;Tom Clancy;1990;Berkley Publishing Group;http://images.amazon.com/images/P/0425120279.01.LZZZZZZZ.jpg;79;29
067153484X;The Music Box;Andrea Kane;1998;Pocket;http://images.amazon.com/images/P/067153484X.01.LZZZZZZZ.jpg;139;4
